seq,stddev,N_IN_Conn_P_Src,N_IN_Conn_P_Dst,duration,pkts,bytes,srate,drate,proto,state,label
89860,5.116190732087566,23,53,20.829781047093093,6060,144880,86385.30497942757,36.92235033229837,udp,CON,ddos
7598,0.26166241778099913,19,35,57.55437723259114,213,67909,4929.24185100675,20.17496870382438,tcp,FIN,normal
47094,2.321991056791621,40,99,11.064591991172678,241,312125,1545.2298045419589,33.83537980893472,tcp,CON,theft
37227,6.218295060463943,22,11,107.35524805193583,4965,203804,4649.173825306066,71.32293432218552,tcp,FIN,dos
72128,0.030153278361240356,31,52,12.018796448358216,409,396838,3032.7523925936302,83.1900638090606,tcp,INT,normal
91370,1.8011041423991894,46,52,73.98728066341849,622,108513,1124.748833278869,82.07618315441728,tcp,FIN,normal
77363,0.4373580539511067,48,72,40.77448299158172,5590,174396,1485.5499813405545,75.68172484004918,tcp,CON,ddos
26418,0.061995411021567415,19,82,96.51294198363858,903,230795,3618.684769460904,0.5435152485191441,tcp,CON,normal
18694,0.7734798342312943,40,67,70.77769968135887,8720,95125,87072.5379384213,42.66039471220747,tcp,CON,ddos
79675,4.1050868425764016,156,57,46.5973486233915,668,443684,1146.3437386343617,16.897217763132545,tcp,INT,reconnaissance
53162,0.017752276134813075,86,14,118.06477427239274,2960,73479,1663.5921751860476,7.347582588372925,tcp,CON,dos
2170,1.3296817820122115,135,85,7.9486523848752135,45,41092,4490.243891906889,73.58820482340663,udp,CON,reconnaissance
84093,1.0439160679995467,44,44,69.33477860137798,869,341064,786.2508318430569,79.3479870425539,tcp,INT,normal
22053,3.099896539706154,77,25,118.74820781697385,7070,457346,104430.89490556858,81.46166468247502,icmp,CON,ddos
71850,0.13161117908574965,64,92,82.91462623291883,2370,390708,21155.007256111945,89.03107953631122,tcp,CON,ddos
73852,1.7163218006976129,77,58,88.77261602743152,3615,37948,2408.687505978912,59.004819094122986,udp,CON,dos
8037,1.7096657243464723,56,69,3.8519052583937308,7800,271578,62371.913549874764,99.81297998052176,udp,CON,ddos
31779,1.6588180134238888,15,60,2.564558208472391,5950,333368,59012.525580374975,48.37226403118411,udp,INT,ddos
27735,4.279644175106238,37,91,4.334177327751157,1130,467486,35992.97630956344,88.34989988807475,tcp,CON,ddos
23174,2.598150274325892,39,68,119.00687653724567,3895,189715,1266.8983079974983,11.294076490298144,tcp,CON,dos
30404,0.06431854791315704,36,73,117.54239176914143,5070,133374,91645.013237835,14.892350059542814,tcp,FIN,ddos
66322,0.9553852154677871,78,22,40.141736582785654,643,290163,1378.4569482459035,59.03494445741644,tcp,CON,normal
71676,0.7611297854723597,48,35,34.91852697008319,4145,270798,3049.6158644894704,12.413477192173794,tcp,INT,dos
6345,0.5569156020837904,44,79,17.515903503395794,450,366655,4233.213771454515,7.530063817259625,tcp,CON,normal
18801,0.9004055525485327,53,12,39.49750675947184,2840,824,4185.188520224936,19.606463220628257,udp,CON,dos
25373,0.7272354006227149,24,96,44.41862151574188,890,57175,835.840325598277,78.75368648371563,udp,FIN,normal
61517,0.8493328275190748,92,21,89.79418972826728,7500,460647,81843.06852677191,92.7458005346795,tcp,CON,ddos
20539,5.813671548641094,41,50,103.95536005681525,5380,469593,75285.88577909373,33.34673224405342,tcp,CON,ddos
63919,0.13921437170008227,38,88,89.60846763384683,854,497648,1409.9943557638662,97.47558404792268,icmp,CON,theft
14974,3.8310160666456845,72,74,77.5773656563676,757,12469,1957.3307595670992,80.95504663298836,udp,CON,normal
71156,0.9815726838951639,15,72,91.90824347057766,1045,281590,1425.636611843879,22.610771662955987,udp,CON,dos
59501,1.4662212797451557,297,59,88.61995900073748,290,64255,2685.372093905422,58.61149989869856,tcp,CON,reconnaissance
36576,2.6595505436289195,36,56,57.09048749795364,498,23570,4018.15662702776,98.17934146013452,tcp,CON,normal
42262,0.6705162712714334,37,17,40.30283244396047,183,289542,4387.528931587714,84.87858128240312,tcp,CON,normal
27717,0.8442890727857244,42,40,33.93440324459506,719,275756,3614.145683629196,36.3359082789647,udp,URP,reconnaissance
3237,0.7902254097280859,50,20,81.52297578607428,7160,265328,60432.58652083952,30.63229351621889,udp,CON,ddos
15849,0.7043600368244278,65,26,115.11653562930258,2000,134327,4790.480608406212,81.92541482490388,tcp,FIN,dos
2353,3.896024715333268,63,36,69.72698521755667,1040,352625,2819.43866949128,54.91651967315707,icmp,CON,dos
1933,2.6485227202204955,89,36,109.50326777016946,4230,225071,59819.63972396762,16.34425153308141,tcp,FIN,ddos
76450,0.1731162602012949,27,87,1.7085102873827291,390,433039,4283.8824376215825,32.783255838381145,tcp,CON,normal
8557,0.1716411652426598,86,96,95.33668313767396,1830,471656,923.198181355159,66.18129773737526,tcp,FIN,dos
86837,0.8375822890973597,52,65,102.43246535255159,5840,404428,19736.898462754183,15.315888413930367,tcp,INT,ddos
5499,0.15580473549184148,98,78,75.71962955940555,4360,243323,97818.35257186167,69.87162074067506,tcp,CON,ddos
76119,1.4478004173840735,83,56,112.08738586240818,9210,137973,108821.67736943188,70.99287614675897,tcp,CON,ddos
50099,0.23268704374834753,38,28,70.78996923276307,312,383048,363.9666307972989,27.074635496133894,tcp,INT,normal
64387,1.1083886077523328,19,66,28.86518776630739,339,428300,3820.4540993743326,39.80305718317844,tcp,FIN,normal
9570,0.010869205435914214,15,40,25.886851816553865,1470,475630,53059.153897516095,93.54506645712664,tcp,CON,ddos
56883,0.5710043940752164,89,25,66.70079616685913,7160,339055,87966.59357053715,74.91757878149635,icmp,CON,ddos
70394,1.6960404088885304,98,54,108.77816517561482,2285,8138,674.9331833903568,78.78106555662224,tcp,CON,dos
341,0.9925859728591329,13,36,8.685081122663483,8610,300991,121626.6615505038,51.626518977236614,udp,FIN,ddos
43950,5.743556746518496,43,70,72.5272570747971,4110,131981,110160.33355673439,21.313993085084494,tcp,CON,ddos
82303,3.108446234738584,92,35,92.37664695436996,6450,24742,50748.05110216996,59.12559126168473,tcp,CON,ddos
62444,0.6672543718234176,42,38,13.849132952758671,2820,196164,111670.11986960401,77.21042901500023,udp,CON,ddos
91669,0.0698303037514642,13,53,14.013246115750839,4140,51883,111865.97857786348,0.38832642379781346,tcp,INT,ddos
74028,2.8025684901495778,53,38,43.93599347235389,5900,90291,57657.97498181513,11.377625326550966,tcp,INT,ddos
139,3.6326326215967057,85,11,32.86646694479247,485,6270,4734.432821130383,47.42941157580785,tcp,CON,dos
359,2.5774350534898733,40,15,23.798500753083875,163,420886,4884.2879422038695,43.71961474432654,tcp,CON,normal
75251,0.20536267427817492,89,18,23.844102139187815,843,374925,1086.1419735945835,98.22830457949858,udp,CON,normal
85377,9.259576338201708,225,24,15.681153221947875,437,434188,333.42673156003946,9.215290059722303,tcp,CON,reconnaissance
99932,0.4487905597937317,67,93,73.30287071582121,980,317172,1655.8158051667438,32.36863625487819,tcp,INT,dos
30655,1.9321456900797607,69,67,82.57538430448686,6280,255904,61105.68554840962,81.51104275461832,udp,CON,ddos
25880,3.579518796617661,11,11,84.35264428925846,1610,30643,11586.81814858915,61.24275936363641,tcp,CON,ddos
81533,0.40316705615450277,45,12,63.882944782656594,1275,5848,703.3837214490399,56.16144412331372,udp,CON,dos
55779,3.5831715530723667,79,61,114.34879945359833,70,294890,4858.498439979629,74.12010385838265,udp,CON,normal
37773,0.5554689435016611,207,64,105.6640527780303,412,310959,3686.529251572205,3.998301055573561,tcp,CON,reconnaissance
58479,5.620603491707396,32,62,114.91577948881094,3570,297133,4374.7028524932,94.74916983672233,tcp,INT,dos
64354,0.4953834425500204,56,81,46.65606857978322,360,184000,121394.394467892,19.126394937673552,udp,INT,ddos
26763,4.60038570770152,165,49,105.334101411443,305,172851,1890.7839820686415,8.183752680265922,tcp,CON,reconnaissance
13284,0.08254722628028853,89,94,91.54520105412665,730,132778,3439.350921495355,33.8953577572419,tcp,CON,normal
63923,1.8530507954493447,53,48,40.79740839117853,4950,94721,920.1915699512437,70.23562326336653,udp,CON,dos
39421,1.1392867150913415,28,52,12.792084427247811,4700,46075,68959.52092849661,23.14832516583968,udp,INT,ddos
55569,0.9747783515735904,58,22,81.91486736636703,1545,401699,1049.4714020531524,4.9861237129968705,udp,URP,dos
85091,0.37942697122239716,97,46,16.37514244230152,1970,108150,20055.96928498798,5.741284650090861,tcp,CON,ddos
20220,1.8342023867981057,67,64,35.25380306432644,898,227166,492.30831426162064,25.657702010113248,tcp,FIN,normal
57170,0.31758135476534366,16,41,60.04424880867803,481,424768,2898.7248391639587,13.527385555252035,udp,CON,normal
74966,1.2072642345201712,50,23,81.58622433528163,3360,344685,118731.52528871648,37.243311048163086,tcp,CON,ddos
46841,0.43802791857641094,261,74,111.14739263601939,839,383351,611.1967520757311,17.307308404945797,tcp,INT,reconnaissance
44696,4.672496178183366,24,36,71.18921214183474,704,264010,2511.6220454562813,34.43143376840965,tcp,CON,normal
84755,0.04357359274798042,85,33,80.56990054755171,789,227862,3435.3718795122263,44.44871308094971,tcp,CON,normal
77989,0.33420593868181786,62,31,37.20235200426721,291,328615,2479.358817332641,74.25392082506409,tcp,CON,normal
58343,0.41622262241778135,32,87,82.47542667880823,2150,203182,4558.888444308911,22.739952687216093,tcp,CON,dos
18952,0.8018268596025322,86,54,52.5353766974882,5980,222882,20789.04059310365,47.50637739201018,udp,CON,ddos
1308,0.39737525090076603,82,17,102.83188501486997,883,156700,120.91388871187824,81.53551925112322,udp,INT,normal
80389,1.013989999834445,97,76,47.09466921766302,432,478931,1915.652297683442,98.63771895474096,tcp,INT,normal
90769,3.089052817682008,74,73,56.19317432676517,2670,42576,2777.4884951280237,55.730617009653336,tcp,URP,dos
35429,1.867522554484457,69,56,51.91109824147403,6460,86333,31815.25015828463,43.23203672837469,udp,CON,ddos
92022,1.301115073899286,57,30,97.33492899405191,510,242446,842.250895278062,63.15331291787108,udp,CON,reconnaissance
75775,0.13982380527518268,67,41,114.44394994223163,5050,199144,100605.21671514472,48.62956605546833,tcp,URP,ddos
38976,1.7762165816771565,56,54,39.27382884169189,4440,323119,942.9571028987315,16.475664254342714,tcp,INT,dos
1141,0.27302811572933894,24,53,57.00387306354845,3365,368269,2213.466771541128,45.944718207405785,tcp,CON,dos
24843,2.315246244159607,54,50,84.71144607692159,807,472133,4772.410104629976,97.91003059199608,tcp,CON,reconnaissance
26422,0.4316366299935658,66,61,107.4458992625457,555,409576,3063.5628978647933,64.042864632462,udp,CON,reconnaissance
1709,0.8094775172255637,32,97,59.24458992082563,2045,197344,2488.667491432811,28.343225890538005,tcp,URP,dos
3631,0.6472598490680423,42,20,13.068112093699046,4020,318162,45032.878458521125,94.71460063656416,udp,CON,ddos
19596,2.9365147569523256,18,94,44.24119734877508,41,446184,2601.975226693893,38.85816530866384,tcp,CON,theft
76022,0.20294707187081162,12,27,66.04387589092812,384,8676,3671.561872044503,39.012137643236265,tcp,FIN,normal
28309,1.2508392541609563,82,20,50.10353519131794,4430,329340,4112.653939854887,61.6599492032068,icmp,URP,dos
44790,0.2298344819250527,34,36,22.387500658841624,291,30267,3249.273699148466,56.89737163953161,icmp,CON,normal
55691,1.8301321216680413,97,52,4.439702451690756,3960,132472,3951.6062419169766,29.043657146925206,tcp,URP,dos
26087,3.5320516853592925,80,74,82.48935252092132,915,287409,442.18008129695505,46.70803246619584,tcp,CON,dos
16860,0.8553530563473049,45,63,119.12847015606633,764,61633,71.97081323603179,33.251302561046494,icmp,FIN,normal
7685,1.0044162990148193,98,38,110.30487686096015,872,248828,3672.0817134406348,73.77804506899652,tcp,URP,normal
91089,3.93465743810616,29,30,81.99282603238676,200,378957,1308.5941807334527,12.250286644162845,udp,CON,dos
1208,1.1040550559479474,90,38,100.98373549216299,2995,456086,4388.403484035241,75.02511299527337,udp,CON,dos
46100,1.002969990991859,63,18,30.688058488444714,1125,433978,2679.2998032331034,16.1167025312994,tcp,INT,dos
67497,1.295295200139953,99,70,74.69250989497749,285,98531,2392.6568876824313,30.598199140890358,tcp,CON,normal
66094,1.7530520128641607,28,71,7.273445243660453,1380,192481,96602.91451115964,33.333178737136706,tcp,CON,ddos
29690,0.1695571614393931,207,80,84.86236409356762,335,323560,3705.5059081588333,99.04121754603996,udp,CON,reconnaissance
48652,2.5814807059093416,138,14,116.38471081057321,138,73804,3521.4122342966484,58.982198473651756,tcp,FIN,reconnaissance
13894,0.8577357021913232,12,24,103.29581606883588,474,262165,3449.5357899070973,77.75541923222565,tcp,CON,normal
97809,0.11264874928618829,285,66,64.13337053172171,488,465864,2577.028446291204,55.53779838294793,tcp,INT,reconnaissance
66419,2.3139498342953915,28,14,94.64903757731388,5760,394821,115809.6258080965,98.31579690084635,tcp,CON,ddos
60012,0.7096926917242685,62,29,113.26791329496982,3145,280118,4453.217984495866,17.73813512461817,tcp,FIN,dos
38636,0.15865339039462564,55,90,25.922893335127906,925,266017,1647.0917668081875,60.48741293313154,tcp,CON,normal
56116,1.5067776159745185,89,13,95.19122829877239,3050,1557,4023.4922268489768,79.73820672427257,tcp,CON,dos
95072,3.182038121508451,65,65,32.38236510930443,146,131674,4455.553458711283,62.85561427135359,tcp,CON,normal
78406,3.2805870256734746,79,94,105.23381368533803,4490,451346,3091.3130301313263,89.69361844312861,udp,FIN,dos
72703,4.743157628731089,40,43,11.803442328311766,2045,375149,2777.9404056213057,60.070798138719894,tcp,FIN,dos
78519,3.0340867151858104,62,49,21.387032045962105,2550,82358,3359.466549298432,82.64385489766092,udp,FIN,dos
72806,0.0032148215843275894,43,78,86.47425500015274,85,266639,815.3869813277877,17.579712436995376,tcp,CON,normal
58955,0.7176372820510688,40,77,20.974125686086015,5630,227538,10920.241166988331,26.20638943503272,tcp,URP,ddos
28065,2.5601013792456646,69,31,18.96735817406342,3035,228456,4100.769359808078,44.406857738959374,tcp,CON,dos
79064,0.6841582009212778,20,23,66.65646982098724,3950,266506,2866.6738029044327,85.16177118347076,udp,CON,dos
2455,1.380254265853406,15,77,100.19863353785078,90,44513,15314.88003818243,42.655939206864076,tcp,CON,ddos
20879,1.3983136925645594,36,17,32.21682256553021,859,235718,2081.6485039216323,62.74589377341816,udp,FIN,normal
51099,0.6812551946452041,16,76,100.9367407864755,890,126403,37281.05084535091,39.58116019202941,tcp,INT,ddos
62155,3.5225340839929027,58,55,96.9545996321204,445,369545,4377.402223332999,80.57203891170975,udp,CON,dos
12992,1.049437208881212,243,38,69.4930690097193,219,211387,2536.1501837118985,20.028758624801334,tcp,CON,reconnaissance
68345,0.9376278900350872,69,99,77.58788387971873,4210,134984,2887.604979261605,59.37694780399555,udp,CON,dos
36594,8.995466974439033,42,21,4.853901952242373,1750,381713,1176.5284956012028,57.78901883382669,udp,FIN,dos
36305,1.02034751114172,56,88,44.056899860887285,891,99037,3995.3378316019457,40.324182517598715,tcp,CON,normal
30387,0.2947492390907055,53,61,31.608128339271186,4500,364028,4650.513427854371,70.51280566077801,tcp,FIN,dos
55221,1.0794505772130636,88,67,18.001313283435962,2025,178080,3962.4924940574915,2.8476608024549654,tcp,CON,dos
69339,2.52314787784592,36,11,46.75972983950862,8920,338971,61608.660751865275,84.14999885565322,tcp,FIN,ddos
94290,2.24993605021504,31,10,42.58914865749559,798,186630,4175.461149926141,34.79652295722554,tcp,INT,normal
21084,2.3308754272514234,56,64,87.4672724838891,161,264261,939.8755599249312,79.30225695748531,tcp,CON,normal
18355,1.8466243981183448,57,43,71.77196276086993,430,323993,14178.923970715994,30.505949158535216,tcp,CON,ddos
22191,0.4399825762282129,117,73,109.57209515617352,474,480391,2191.1517795361715,18.790646709616222,udp,FIN,reconnaissance
6143,2.9716666458258443,11,77,17.44976455911761,758,186149,907.7541819463275,38.94894730848725,tcp,CON,normal
28399,3.3586193897126493,24,91,7.170772890217796,258,325412,1295.8768645159905,79.73669529903754,tcp,CON,normal
51972,0.32379150648352795,168,21,64.15339989114796,855,475933,2925.625281730459,70.35180352854724,tcp,CON,reconnaissance
41863,0.20967888704525295,36,59,0.12425560615559787,159,372658,2019.5751786073324,40.103120186597195,icmp,CON,normal
98669,5.570063697179761,80,30,94.52648545725273,1320,291092,108235.12025560606,93.78687244109507,icmp,INT,ddos
53411,3.041115964697889,36,19,60.717240669312446,5590,226655,28203.47915352728,40.87761858508744,tcp,INT,ddos
19504,3.3557038001512804,94,94,58.56838106137117,4260,104511,4983.953815760367,35.07527282933419,tcp,FIN,dos
48457,3.262295868708018,22,98,43.500154950922195,601,145104,1797.0311402903774,14.471891095412047,udp,CON,normal
82036,1.1703038073399954,64,90,44.997485364015354,450,360376,64426.567825278304,7.02786457452288,tcp,CON,ddos
8017,1.5593907894238348,26,79,51.736610256400446,321,91896,661.747315832598,34.99024038514832,tcp,INT,normal
2385,1.1823834831031432,84,23,1.9248652987791963,194,363161,2896.537133829425,9.200218620062694,tcp,INT,normal
62321,0.0788459138581821,68,49,10.02641092015734,518,468065,4806.428343685035,46.26349578887535,icmp,CON,normal
15073,2.052699849387978,19,91,60.60625735332843,2630,62087,93675.34874018173,86.00095437150298,tcp,FIN,ddos
80019,1.0558027738487672,42,39,18.015521704111272,435,451938,1220.3483952915765,47.611665269472724,tcp,INT,normal
40511,1.5649469290009947,87,82,93.45173423903144,708,400532,2213.11429299923,48.058097827158576,tcp,CON,normal
48934,1.0476611653527186,46,23,32.938946395369086,5300,31601,53180.60067034586,25.344062096656504,udp,URP,ddos
21827,1.0153537314138394,17,61,11.748858582281535,887,320377,489.82904318579074,16.62955759483966,icmp,URP,normal
68027,0.2827311874931026,42,26,28.225955898488074,1485,391502,4429.262318370262,22.232885851067596,tcp,FIN,dos
25519,0.4900787311931206,16,71,42.85243052046442,501,323133,1907.3421042701018,56.79884795511596,udp,FIN,normal
24046,0.25948271420383817,43,31,4.238957714777439,3095,240849,2471.3486295593625,59.179311439439296,tcp,CON,dos
50877,0.3266115610835855,80,62,17.001921250835096,345,334489,1456.3097496053551,22.01877926756184,tcp,URP,dos
92447,5.4166215022406545,16,41,38.862286690547876,125,372084,762.0628943760089,39.89203742316823,tcp,INT,dos
90103,0.2492827974577792,50,85,37.25834637669787,2840,103470,4510.562887795391,56.86826843865062,icmp,INT,dos
51920,0.4705677377492047,64,64,96.04660320048414,2565,215199,187.08364855273751,76.04620385099504,tcp,FIN,dos
99442,1.3395560161161144,16,89,101.19081378204307,9940,154942,49986.43796576303,31.97693600424364,tcp,CON,ddos
27104,1.413099798760995,93,31,23.211038478626854,1830,17746,91337.60162980543,27.135692001523935,udp,FIN,ddos
36189,0.25080801051665563,27,47,14.873662129657772,8990,461887,38608.96763031275,73.04669993217748,udp,INT,ddos
5846,2.3677624959765136,52,59,76.09986395608588,54,260567,2230.1984319505323,51.38121707376775,tcp,CON,normal
86699,2.307091901979037,87,75,96.55502205989607,810,72329,70560.7451861368,85.67465911944677,tcp,INT,ddos
36675,0.4063705839313174,49,54,115.64680794379856,160,332545,4975.408553017814,21.100302038731776,tcp,INT,normal
19338,0.5109204361289286,62,17,0.8165473732969671,4920,276865,3791.5308588705516,77.09428760912498,tcp,CON,dos
22314,4.1706377920382725,23,74,49.64195993310311,1930,10212,4835.580157246576,16.203350741750945,tcp,URP,dos
26944,2.620220278136036,30,49,88.07880610349218,4490,83680,86643.95138498509,58.47712444967795,tcp,CON,ddos
77950,1.794984617095896,66,14,99.42728730562365,7380,122434,33633.438379338455,28.363370831468636,tcp,FIN,ddos
277,0.12871796185789497,55,54,7.475251556023051,1320,289800,1437.51529631924,10.109095759958874,tcp,INT,dos
51152,0.8126080222206309,35,55,81.67406172117582,621,197692,4112.339270405885,61.67646045671427,tcp,FIN,normal
17612,1.2290927326577377,33,45,34.673357149159,954,221843,2138.6246846342556,50.67989598960614,tcp,CON,normal
11945,0.31129528007762836,14,26,8.95256052301571,1545,253167,1851.1839445970136,48.598018854624215,udp,FIN,dos
52888,0.8919266877099556,51,50,58.69282070797831,440,94277,118136.89056155135,59.25194274537886,icmp,INT,ddos
81443,1.3782880800853263,52,39,18.979243031154315,1005,59826,66.26450903711242,37.243721745505674,tcp,FIN,dos
49848,0.5948547135363752,41,61,88.44116515988411,284,475127,2624.8819293207903,67.0167561752145,tcp,CON,normal
58654,2.277647418962538,97,88,88.95167470213472,147,377537,3875.405778773368,13.084373093850976,tcp,FIN,normal
86073,2.7530929561936643,15,29,101.04828973073614,4400,269823,92021.78660026791,71.49714836366611,tcp,FIN,ddos
56623,0.5864769927155955,83,45,45.30886464904511,4040,296963,45948.37945627989,57.98137142806981,tcp,CON,ddos
27811,2.736335554371264,76,75,1.5981623578800044,3555,292009,2678.287994352883,48.647264003579124,tcp,CON,dos
77843,0.16401359274723254,16,54,31.16905286899919,746,453816,27.98591570990366,12.765039996792481,tcp,CON,normal
10504,2.7277321644696633,114,13,56.137936131333696,184,277995,2674.1978654816844,27.826447949662338,tcp,CON,reconnaissance
84762,0.2486399669815791,43,59,83.28165951864663,547,448266,2952.047091874468,29.529657861958203,udp,CON,normal
36977,0.1298525531688495,16,97,45.845488241823276,9150,85352,109349.23022068238,23.381265390993487,tcp,FIN,ddos
11591,1.5398926910910404,90,64,64.3262714796605,1045,4807,1053.765275323526,95.41797265204023,tcp,CON,dos
10887,0.9578105652717928,86,68,62.91210623109856,4360,260258,4125.746047467803,91.56415578490432,tcp,INT,dos
12867,3.5771674236538544,67,51,19.79871694064863,5750,198314,89759.01867813664,54.613321383925054,tcp,INT,ddos
66625,0.6769240179872204,94,11,74.76631696010145,82,380033,3330.187721343509,20.56725832402233,tcp,CON,normal
68900,0.5077311518730447,120,55,52.710768132919526,263,449456,1971.9996827213681,91.11383650729891,tcp,CON,reconnaissance
32793,1.0419271111230408,82,11,96.95043627959751,3835,293840,1837.235163750109,74.9406532856174,tcp,FIN,dos
9765,0.9130606706991011,54,59,82.87365436425986,4615,456873,3516.335786046682,3.877183895403713,icmp,CON,dos
86157,0.6333708187386444,56,10,13.377190874520357,390,53531,123777.92622348957,49.07115217364936,tcp,INT,ddos
42728,1.7749876576698065,86,22,58.65152044597818,286,145691,2026.8282605176046,60.49446231076604,tcp,INT,normal
78472,2.1379384922471805,90,79,84.29962052494399,115,149270,4593.00702800582,6.647336406342763,tcp,CON,dos
8069,2.875820465898933,81,31,10.442320085155306,2980,262954,2932.766757313814,4.9831031155724625,tcp,CON,dos
7296,5.409932294418679,82,26,95.09985140976323,4595,293554,4340.841451283951,46.35239584851806,icmp,CON,dos
41161,0.465210967425257,82,68,26.641319752813285,2370,33670,1086.0305161649624,0.19517133376276696,tcp,CON,dos
11391,1.8886653880563593,49,95,60.37067237204728,303,358673,3811.184150514965,4.683555941113637,udp,FIN,normal
20132,0.7519522723704206,39,79,112.86741393542886,206,472671,4174.73405935805,16.513766381193985,tcp,CON,normal
94755,1.695535156647351,71,12,68.56053684443926,4320,150930,104021.56206481603,90.99707740291122,tcp,CON,ddos
75970,0.9693429797848719,80,79,50.88711015002198,950,57170,98089.46055899435,76.62835270127076,tcp,CON,ddos
15039,7.618315660245487,26,90,0.8163844929697212,4750,216562,38026.19322751452,45.04260042372867,tcp,INT,ddos
52328,1.957913101122195,14,58,16.0105013192666,2875,18747,2609.7989038946525,47.9205667473663,tcp,CON,dos
93719,4.570263653940245,90,59,69.44008754787342,376,387798,1498.5939303963412,68.60245491059351,udp,CON,normal
77065,2.70243791026452,10,44,59.25951105340793,685,312861,1714.8952369528931,47.43865363248128,tcp,CON,dos
21282,3.4980364760520453,89,32,43.660137248444116,151,226359,1506.1642960526533,6.392510884689672,tcp,INT,normal
54190,2.5263973458725233,90,81,110.78598303140869,6290,411087,35530.170432584964,73.87313750670096,tcp,CON,ddos
48512,0.9219452768686391,40,16,39.898572008575464,703,151370,3467.139020375571,5.774982564429976,tcp,INT,normal
8606,0.4351042869172547,44,59,64.45855362253634,2020,226405,81283.8367550789,48.60931324480291,udp,CON,ddos
1382,0.6938157056736032,81,19,68.24604042948609,9430,177599,25535.018667303957,86.17075095976567,udp,CON,ddos
66635,0.030665685134806463,39,99,63.29667933928065,2500,308312,86440.61121570399,11.737970002803344,icmp,FIN,ddos
19811,1.1134846061818655,94,64,57.310769399420366,599,158450,1455.4138728461285,70.66279124720684,udp,CON,normal
24323,1.0549714371816514,24,83,40.44831125769296,740,4131,25216.787522888906,4.632792555107413,tcp,CON,ddos
41870,1.1174518625940622,65,28,109.0517272011213,1610,256620,3736.284676821597,99.3059618479384,udp,CON,dos
32956,5.476290634733358,69,32,54.096940607835606,5490,330114,45360.10443087174,68.20863803221492,tcp,CON,ddos
61389,3.6363496905151917,108,73,63.414335632661725,637,228230,2846.795686570886,96.89896188867367,tcp,CON,reconnaissance
10208,0.2645917359022154,11,42,78.77770158164525,998,341105,1000.6997899320854,66.82239646072395,tcp,FIN,normal
87330,0.6903948833551132,83,75,8.119657435741727,166,169509,3068.5078172458666,24.228314025218356,tcp,INT,theft
67629,0.8273573157888788,73,18,93.75479568744797,5,322012,1040.0463735981436,92.63645136096022,tcp,INT,dos
28221,0.670680200468447,14,38,61.501364703014175,9440,53017,20861.69823689159,62.6670184829193,tcp,INT,ddos
84051,2.402918799080498,77,88,78.86157512446017,338,380827,1932.7042060683707,57.593705060784714,tcp,CON,normal
74086,1.1136248493894108,22,27,92.64167583757755,1455,308281,3950.330190890636,42.91118929969275,udp,CON,dos
22032,1.2732979917346934,90,91,104.89205279231498,355,181667,882.7540878654122,28.459390940853634,tcp,CON,dos
70722,2.8761224017060303,94,80,47.06705781393476,108,11872,585.221134911123,53.006956964695874,udp,CON,normal
80808,2.459290267888697,32,87,97.37177569197793,490,380168,158.33529753983314,36.6057708811218,udp,CON,normal
71313,0.21271092585619428,59,38,31.06116863101264,5980,93122,51997.17965191222,85.4024404356883,tcp,FIN,ddos
59767,1.8771972835517907,88,92,79.240617779233,1810,196947,35254.92804945153,2.8798541967757108,tcp,CON,ddos
12450,0.8575526332086114,87,70,12.325773374256048,25,21618,1460.6130422164322,53.009148487699875,tcp,CON,normal
89834,0.5235893854427826,82,14,2.4046360604216015,4050,184262,4909.711519781457,83.65648885727306,tcp,URP,dos
56700,0.07696965908967907,46,78,11.492479370390651,151,133402,970.6976021848153,2.7606371382983275,tcp,CON,normal
81254,1.0019490368786181,39,65,38.32657900501053,1325,338087,2292.1894098920247,28.230267626484572,tcp,CON,dos
46093,0.6587733237749719,32,61,3.732322564345888,923,170761,4931.842219377902,5.15225566343881,tcp,URP,normal
63672,0.43455224452733787,129,24,75.65932217119932,203,279271,153.18720130480224,59.500376981154325,tcp,CON,reconnaissance
10351,1.7795516771445268,73,99,37.98602806133339,5630,84023,87082.93894080838,31.673607439173214,tcp,CON,ddos
96159,2.2011615344413005,192,97,88.36539174964804,475,50744,1855.4776529718736,95.97300379159257,tcp,CON,reconnaissance
68488,0.4211381787649749,240,92,5.510770437216407,220,492540,4530.497458297472,61.62936059356734,tcp,CON,reconnaissance
17623,0.07606772681565292,54,29,26.004971284133234,569,330817,4559.715994491597,56.18020046905091,tcp,CON,reconnaissance
70264,2.833258555811023,13,82,48.96100303613849,82,98870,1936.1249584228506,91.72397653455634,tcp,CON,normal
53118,0.015014506845179666,75,25,45.91880482372326,820,173914,1107.3951800547932,22.35754060709163,tcp,CON,dos
58395,4.149611649761297,42,84,15.72070974168802,9300,58598,53501.85977900677,56.22422595228076,udp,FIN,ddos
23783,1.481760153455714,41,34,119.29642349298527,2690,254886,120663.37106111314,54.278263495832505,tcp,FIN,ddos
28455,0.5825727222803098,53,66,34.133465260479475,183,182599,1407.064805743355,8.211423431093612,udp,CON,normal
67905,0.42449541639105115,46,30,86.52412912609091,942,405756,4906.590859385339,93.2059786373956,tcp,CON,normal
15593,0.013569690561467198,76,14,26.403983638708972,1800,68399,102424.38874585889,70.0234732261908,icmp,INT,ddos
22174,0.4027437997364529,69,84,105.34226743591935,9900,70895,33433.37281119493,88.81058496798795,tcp,CON,ddos
