flow_duration,total_fwd_packets,total_bwd_packets,fwd_pkt_len_max,fwd_pkt_len_min,bwd_pkt_len_max,bwd_pkt_len_min,flow_bytes_s,flow_pkts_s,flow_iat_mean,flow_iat_std,active_mean,idle_mean,label
1647924,281,66,820,47,43,6,759612.4576725737,6104.728299406117,41071.718172456705,12321.52257155771,7845.235880690571,485186.1462642807,dos
9539705,1824,110,1161,25,314,6,435284.77511324926,33180.313547030615,49452.75795811429,16056.047897329958,65660.765590117,373600.3506725111,ddos
3384073,388,414,1909,49,407,20,124060.16385025842,3989.3099036200524,48318.00602848737,13065.093031906188,77769.08773933632,319443.412867896,normal
5810886,239,218,1135,28,894,31,582457.7391535629,7182.082919208197,31179.253780250536,14697.15216255644,212.13848589437535,691664.153932579,normal
4126003,463,208,1655,10,1854,37,532614.9235804728,6803.738697019953,25178.522828987363,8794.151995033133,57188.132322518504,416680.1788761262,normal
8821537,288,380,1024,40,205,19,842308.038142738,5623.427252686484,38034.528985658224,11799.202589610983,64557.50359017654,649865.3543338338,dos
4411154,656,86,1528,31,1264,7,521562.74310095096,146852.7190984619,13076.015447009413,4941.9417548618785,98335.31665815604,415511.7469245241,ddos
4314996,334,460,1130,20,40,3,827351.8700680274,1318.3127832123848,17625.280954897462,7264.840346111707,66028.43011419036,371475.0854763638,normal
234100,2000,302,253,37,587,25,544489.2462280839,73242.62579063329,38358.62449381433,12631.618741149045,29880.544940065003,331746.42254960764,ddos
8710845,193,410,932,33,713,14,446945.5833460109,6240.385517275831,47499.03590826149,820.2109980674032,66952.63410092914,918936.6979552645,normal
7943092,848,178,1167,39,1386,5,371183.9006616762,149103.90085603646,44768.907173160966,11572.659618341631,27686.5191393619,766363.1565845787,ddos
7144113,189,403,1246,21,897,47,173697.43820500883,5425.9506862411,3652.1313746347137,11014.453325082963,13958.242577870127,655115.3050291546,bot
4574057,276,493,1075,47,94,31,584030.8804431304,4423.760219593262,11603.50619194247,3733.9465661327754,74143.81496197451,665401.3405529368,normal
8955218,74,12,376,26,539,4,544250.2855142616,9222.926275759413,13672.161790319868,18669.57153148105,48387.77296721409,182198.8038851373,normal
9679602,10,446,1506,59,1167,43,975739.6515980666,5063.879766755829,3833.123233950504,1673.8224381388477,95186.83608527562,935573.5676884712,portscan
708192,123,299,983,7,58,45,412408.8007616159,9392.28195339418,3545.581137886721,1030.471602633356,6221.319983997598,105612.55931916714,normal
7724926,216,407,1594,39,1664,57,421523.2630947271,7504.117590896355,11551.841965368663,17224.547468401222,47943.96637693772,224051.20516294352,dos
1098096,290,124,113,45,853,5,163871.3849693091,1678.9806452862583,35809.98288800887,16806.09722189772,25095.498703979658,24182.212136435453,normal
8988500,445,374,1565,30,508,2,597571.5546021587,1674.7398968959342,12230.118122564438,7924.814556973143,50496.54465492126,369033.8765767799,dos
9964034,3808,232,1770,0,512,28,847852.2690371263,47697.0883137923,47127.66477148029,19507.894750531068,4254.604908301718,307459.77864947426,ddos
4818011,411,250,1451,38,798,18,247923.16458470697,676.7533705124115,21157.465558206673,19509.33484082092,4045.6379851923075,842129.0008856466,normal
4859039,40,386,1143,33,1045,9,9077.900645225845,5425.454239635182,4993.291015205402,2499.5668837520934,53614.8893346644,666866.6541899812,dos
6254697,193,125,263,46,737,6,691473.623345854,8597.43752954088,42135.191258527826,9589.44160528734,35320.0076617874,792988.3682062706,normal
668729,127,234,77,58,1227,44,31373.791651793326,4000.306282205796,45775.89212191644,1067.3456521132919,2295.641229740897,148706.3699414727,dos
1171348,289,137,984,23,698,0,409276.29932001606,6483.201556612767,46406.37430684359,7155.145392535589,60869.61043559323,570930.0925842562,normal
1383740,3616,448,1400,27,886,0,612710.3377250338,147222.37399502908,24701.52016289453,1433.3743355479212,44393.702230612005,489797.5966820418,ddos
514053,568,48,1534,49,470,16,386011.71714469884,29061.36052956542,46026.342967762044,3215.669789276705,97698.58139456544,426421.4183024422,ddos
6051965,137,379,339,3,283,21,260578.21618344224,3580.7221568006075,35462.35915298774,17853.5506620615,83248.30160819972,993288.8588820775,dos
6434423,1152,185,1062,17,371,35,799266.5079525295,3749.932455051772,9788.831063202706,16886.70988004771,73016.5955011137,446546.05016495666,ddos
4563753,389,204,376,28,1521,13,300933.1980998552,2319.016723779199,26664.289062619886,17158.661168964318,47924.315452879455,106886.65241985206,normal
7801502,354,77,136,22,1355,5,180046.7933245584,7794.217000134061,21647.849945271868,653.119623446281,48488.81754196347,33139.917101246865,dos
685603,380,480,1179,36,1050,29,388396.70500382176,6565.936598287954,4511.631939740152,11383.745811498458,94005.29203730676,798015.2284814152,portscan
8811349,407,385,1882,60,854,45,131664.90012596,7838.104673940181,4134.464082581822,15481.589675175725,73161.44142575079,9652.553008880128,portscan
337383,299,193,315,26,128,46,690396.9779917354,4253.192701197766,8771.956822531045,13833.117332290989,9021.150223628294,917945.5721637699,normal
9966940,370,102,544,15,1403,32,710080.4155028703,7356.361621872983,19507.738328874348,10012.086290676958,43583.4502861867,208524.37804109103,dos
4777521,345,104,1144,44,506,19,14778.593127463435,5995.610906478017,25604.94797063445,2434.831209896251,41812.00415240969,881532.3833940837,normal
8779888,441,375,1423,26,1898,15,694866.4925444432,3284.250142987423,14290.858546093441,15479.224596892782,11240.867325030367,794205.00432055,normal
5696490,435,286,1198,8,1921,3,298987.33955333254,4124.096136582739,8850.76461213613,17797.829510434385,84556.60274082577,210251.00748269766,normal
3699343,269,323,1637,4,1118,33,656203.5938854207,5413.350594698174,9919.788173866507,5367.7417721226,28153.44299972159,836303.5860974616,normal
2498034,384,481,1643,58,577,0,706484.0359093535,9564.352256753218,1931.317144402075,10791.900637163317,37371.82526293873,321175.7591555007,portscan
578210,3264,210,1148,7,1200,12,277781.4268685489,139704.41779716412,22343.04969317713,9808.255003526518,97971.27876675989,208505.30322652706,ddos
4218446,1112,249,1685,17,472,47,185385.6066096401,147971.6328068772,10461.884716472816,14663.153132466468,68205.95143489203,214424.54100568264,ddos
4602706,52,292,1827,34,1509,7,826358.9218409708,164.2156165350962,35869.178100460966,18520.934154242594,80585.82018276534,873708.9584544913,dos
6964303,499,200,1569,5,1007,21,739184.2793728014,7171.82662710731,3357.60602477379,9062.179515188436,10526.47682224671,14604.176979669537,portscan
8284678,17,23,1171,42,1298,3,837142.3398872269,8946.565047473303,46969.82108306612,9249.86844288766,54001.06318740152,739820.2529816085,normal
4343799,165,460,420,22,667,33,435719.8732386053,7392.882327508648,3145.8327202282003,4521.763119791144,71555.90420240781,802513.951021261,dos
7153414,13,299,1615,45,1989,59,456368.7848807443,4164.066477596132,15504.534984526295,3584.868873277938,81325.17850863747,370553.0758362943,normal
3710979,190,477,758,25,1446,44,344167.16828455887,7247.944877804579,36920.13683708706,771.8364305311409,88481.76104778962,705964.6546852806,normal
6926867,475,82,548,55,1554,36,499062.4638559544,4441.3884285256545,34242.32096753636,16351.620666526911,8987.524017838366,905074.6885891855,dos
9324491,2720,296,576,62,1918,56,646570.0551143537,107129.77445588958,21037.40436852903,8047.6038757151655,73927.79749959405,543417.946461814,ddos
2906592,353,457,569,50,1907,22,814544.9344574303,7803.5302087132395,43511.183555222,1464.6163576510896,9815.181705563835,653237.7478474724,bot
3534250,362,178,1167,38,319,19,183170.63548464797,8431.938745966734,3577.8882686312186,11022.871162011073,40414.85299845314,700343.6170812461,dos
6142414,352,297,379,23,57,62,405417.6304912948,7280.271254216264,25459.81089676893,6707.003772223025,44620.13212150948,961643.5570918527,normal
5686421,2112,363,83,9,272,52,461201.63637487957,24004.08616803936,10028.686032526159,19429.384743002505,28665.375797495264,419941.5981313548,ddos
1741988,312,205,1932,14,1221,23,487994.55012193724,9362.784777355811,18703.431720686447,8956.026173645287,86331.25470192917,559214.2980827764,dos
122119,221,39,784,37,1102,26,541972.9095169961,2133.977368490156,34956.11601471352,2055.7307825748626,58635.94837175691,467153.58653632767,normal
1765417,104,303,793,19,981,12,801747.2543167168,3575.751152815093,4957.626796734022,12764.891887348947,14052.55369448517,315694.112376107,normal
179101,2712,112,1999,28,40,4,886250.5787304359,64367.0987709492,2198.145652617894,15868.720140695017,37271.892947068256,943095.5296960664,ddos
8202737,198,339,643,5,737,15,159157.66944458077,7124.159806545461,21047.3045492177,11626.165271303125,7881.9738357550295,489450.50926102995,normal
3246088,300,3,121,47,1796,59,712681.8415417086,7012.395044043916,13578.368208652315,15496.448246358112,49458.17582114135,930746.319552369,normal
9073202,444,485,580,8,1268,37,479108.2459018615,9617.248518318127,36028.79496057241,5994.236634963026,35483.722912776604,991033.6483472617,dos
3127122,2872,107,1320,50,1046,47,417716.7127453072,28278.032953694084,3286.8742132274783,10625.422226801744,32182.957851030536,857219.5452285731,ddos
8982439,2944,315,1270,62,708,28,113343.159116857,67610.25614259036,48325.606838691965,16540.495118700925,84319.64866749023,165182.81645852627,ddos
7046027,1352,113,1066,49,235,25,64135.75154778295,30561.068446842044,31041.401772316032,1503.4710990744893,84968.20139022416,38413.89659786132,ddos
2416926,149,166,863,4,125,21,977810.9773071061,6725.659040272452,25068.272637917256,5188.691823122904,67938.10004858187,541425.2113270533,normal
7780147,1992,260,1740,47,777,23,642368.5226226778,31955.81076504081,20633.357503513704,12537.814895277972,91930.09863352259,538152.6083040042,ddos
4290547,256,105,1107,38,835,12,452425.8828932568,8678.944919649663,37452.77192088251,10120.855995530776,65470.3842834859,604833.238555516,dos
144871,3760,223,1200,18,139,42,761763.5053011077,147411.10653755913,17822.62605067251,15392.56709938911,61900.5747600324,57003.77792373357,ddos
5214736,42,261,1838,4,878,20,91132.7325212965,3168.4702624025913,38849.626143023255,3563.112913458415,9368.04655716329,289548.3047795694,dos
5749693,202,250,1433,19,393,0,607446.3919326662,7393.644939167895,35537.51878220328,16946.642759328657,1044.0221095338932,497113.48217953974,dos
1009023,3664,13,1192,10,827,3,660611.5907661757,79920.8128995108,27571.934540316834,12371.03943160941,20987.24305124653,514351.80643219105,ddos
1821008,244,197,858,54,126,2,452054.90390103933,3592.8553947526757,8886.947583702437,4066.269249111316,78677.8086994644,946578.4309910849,portscan
8500070,1256,125,1406,49,1821,49,252598.61835983943,28685.1864621405,17305.829658663093,1130.0024576519575,92919.62409609785,965507.962944881,ddos
3916633,464,205,700,59,1137,22,954584.8893545269,7192.109022421821,580.385963424913,19639.24270220235,22963.17111651489,889587.4732798245,portscan
5533931,449,139,1507,26,1943,15,301134.90001700306,1587.5147171633416,3763.2591387615525,8879.29672736389,16860.284106409774,250331.23360604382,portscan
4370702,401,61,664,28,836,44,124796.93236309009,2806.4470809342715,43767.99239080636,5351.656861082672,83557.82449705423,640929.6441238928,normal
2681090,286,282,418,6,524,12,630473.5776415628,9196.123400251125,3875.0091508523014,3605.7776103918427,37954.75608262684,274106.004629812,normal
4667692,282,53,424,59,1251,38,574322.9720257723,5083.694924674487,38160.01718731775,4884.086822820901,97788.59400814418,950644.7763797914,normal
2362954,3496,345,845,49,1544,30,754772.5383068066,128112.9094554578,41264.69525821784,9794.758896421465,96082.17489334363,506106.0598229038,ddos
7284368,381,11,1175,2,145,23,753783.1322940402,7675.4637122493405,4280.671154828205,17058.102537704686,33434.10138081759,828364.5745903129,portscan
2409509,238,135,1240,4,1186,46,620235.94287947,3762.451727236202,9734.022768839872,4169.720140807871,55984.000986744206,393004.64955306036,normal
3051099,19,329,666,54,734,63,207535.29485240974,2180.3227447537274,3556.445149790344,7363.876796150035,67972.82693858641,381470.81194762245,portscan
3051722,53,143,54,12,727,57,887145.5421972362,999.1976561786638,19929.598059451364,15945.583835413667,63997.59028730579,33702.546795985945,bot
775392,680,435,439,15,1923,14,248283.0050432272,144094.23539435872,46613.621106318504,13287.929653507636,97544.66725830638,459482.16199866467,ddos
3927452,273,281,396,53,168,4,93984.288443691,3247.0804913770394,14238.277405682113,574.0965511141271,35909.7692548507,643623.3111824093,normal
2333747,430,135,1442,11,1561,62,301499.1239948985,6731.179938498146,48630.904844065764,5006.096361810959,72590.85570955984,129865.04739583083,dos
3723334,360,488,239,38,1148,48,483232.1991509686,7303.0093624272895,5449.933814644393,2547.9927080792495,58098.83973339919,184846.7314310802,normal
6572929,213,300,1941,26,299,21,207182.64718451552,1976.9106396993147,48701.730795855714,825.8921875482561,52060.02061611148,971635.7754455128,normal
9989449,437,220,1931,53,1273,21,333671.66865292354,6938.059759726773,11173.730656199108,18943.74703971183,14836.086631437096,731599.2873830157,normal
189173,361,339,716,44,937,10,513693.19213273865,93.21002153310681,8396.308803672922,12419.884951500051,75361.60456302548,908541.6473975922,bot
359381,104,208,1560,59,521,23,322939.42854977166,4182.086832282383,1202.7641526016923,10835.56994109174,39756.59265999952,476148.93830664095,portscan
7116072,192,402,1626,32,104,44,89317.35148082065,3504.1355226745954,15819.775291088286,17201.594825438366,12927.209175545406,179174.30022863124,normal
4414111,429,400,361,14,617,9,197213.51683905252,9328.144214792499,30831.914974162064,11829.478844339865,1141.1935358134451,166372.69989631465,normal
1085710,1416,358,772,20,968,46,794206.8787736928,147903.7890103445,33319.83753205461,11553.75078764715,14853.954756710464,541649.019737482,ddos
8182032,147,379,1906,43,1536,33,954331.6189339763,2879.4470421263995,18504.055633409745,4037.9413603264293,69039.17636874167,715388.6142535482,normal
7752442,3040,448,435,16,1717,10,148436.88917021547,91501.08796955422,11545.597447419736,12407.771299791968,74875.60122111627,915888.8284203028,ddos
3858984,455,122,1499,54,1935,56,681019.0524525209,7452.21956071759,49751.49183833669,13360.05249156149,4587.154732206022,407161.62258464674,dos
1059265,81,115,1340,51,505,42,905579.7753564361,1911.096899372952,13536.651310365643,17627.387586772547,15476.60323168033,325485.312055428,normal
5300201,1544,156,957,36,301,28,299142.85931662243,102992.04293918874,18920.743081476667,8506.828236336432,99921.21428786221,934961.7288420286,ddos
7596059,296,269,1374,48,652,21,829461.7347548876,38656.19264530419,24054.166660199968,4078.521580500958,41386.22201455414,453612.278948438,ddos
3933917,3016,16,1748,55,1253,32,904935.7713786899,25330.081619080676,36982.00700716018,11385.45619800272,89500.67316636913,520503.5383383899,ddos
6933073,326,268,1026,14,63,56,299497.8904073289,8506.776132427374,1522.6431357127783,19451.148941331685,40680.45830522059,449234.5980331795,portscan
9214671,154,348,699,19,589,7,56740.81008278975,5024.841271937773,13314.046734399242,1506.1187756375462,52904.46360744588,768237.845225399,normal
576615,130,481,1382,18,231,57,916793.0884572593,2969.7084803686244,49845.31494075386,69.44476122202614,87560.92860033244,71169.95198651243,normal
4287482,59,218,767,0,1622,48,330482.6744509611,4047.0225975139792,41259.700924175864,718.2818695354221,98986.1384659421,836398.9673509902,dos
2050153,224,318,825,3,1206,31,13738.05698436159,4131.767109307648,4439.8453003860195,16626.967456838156,7099.6160566557555,391932.7357342809,portscan
5022083,1992,237,1341,2,318,39,474919.77519834705,115505.50380191545,5443.369995797459,22.433085877180403,63222.824822849056,965913.5649561876,ddos
759501,240,32,1803,7,1681,44,115876.58081160413,8867.592162130559,43336.76622840256,4431.030841548331,46846.20578346617,300476.72707359464,normal
1985781,374,284,1720,40,828,22,901701.8747161655,4756.680629271064,39152.38071557682,19630.607015109217,53919.9790852399,470291.954998848,normal
2562013,3112,36,331,43,91,4,154995.42839681203,48433.9426815367,29038.5784120721,14916.512973690587,20171.991038029624,422394.78808261454,ddos
4067884,293,102,1626,4,1658,30,304418.80484258744,7272.673796102905,20228.810789275893,4376.051308347466,89435.39767907673,801424.7854781596,normal
1549417,287,210,1786,8,1811,28,790450.1709018684,9053.122062582594,46781.38148443629,4437.950089495149,28679.091413975577,671567.6859251993,normal
4262611,204,429,74,0,960,5,806346.9702926727,1140.9393751413256,14790.087518567763,9166.905853706005,13935.311835296337,646858.1048875985,dos
6625755,99,279,713,54,63,51,901279.9886683478,7968.138528594114,16052.497185902806,1519.6831613105032,70885.40558818262,714324.808229939,normal
888798,350,141,553,42,843,24,497396.15693565866,5571.762512763904,43777.96879013946,13061.231644896434,98042.41355893336,959073.5884792272,normal
3486242,176,238,1838,29,218,24,986720.629047172,8676.064300013728,31320.859274565322,9932.024989051299,24037.68751903881,477956.0392010307,normal
1559757,2096,228,124,6,703,60,516189.0057877114,77116.46987808832,47545.51276984415,8385.257059443395,46897.289899444986,651685.283934748,ddos
8197006,2168,132,1218,21,618,30,790707.7916080251,129386.574038714,32254.110286571078,9805.562512338975,6477.3082885806525,683895.6214966425,ddos
7697908,1144,124,313,19,1932,57,361902.41588520876,83173.26985108593,1659.2145055800852,5437.216073072557,33347.55015858575,857079.7813110509,ddos
5938371,1512,52,899,28,246,13,941291.3163002155,21733.6219900175,8848.036758407416,4270.9443621204055,80578.31680845341,288213.1833486137,ddos
3880423,272,87,570,26,963,16,685016.2266523367,49.557214714651835,14097.611990264475,1370.8948596549542,88155.53243755944,806335.2060930524,normal
545826,20,97,930,24,1496,15,77098.25166440265,6200.175375590573,43364.367301786726,12509.680339326755,23436.182802191754,499257.4355677069,normal
2680359,333,369,394,45,1989,27,108519.82880567468,5921.155204975468,41544.466140306125,9881.447188388476,54743.162760649335,16160.227399781623,normal
7766924,300,94,469,34,1013,8,890810.5511485485,2102.317556983966,39518.449821307506,14221.182321227489,78482.65665626262,153074.40571858443,normal
8830952,426,413,1488,26,56,50,809558.5124749371,8506.33090742995,27681.34564828126,17887.651050314464,1849.5235577350666,839361.2082633825,dos
7399939,46,187,1103,62,1068,59,330094.2398207937,8677.615793827026,1391.3215742368877,19860.74032787519,21230.43249266259,268283.56817451346,portscan
491099,95,375,1435,10,1911,1,521595.9636826655,8041.805011587919,6568.726300365339,4548.950327594941,3733.8946175093924,296996.3004917968,dos
3189289,418,255,831,16,1109,3,852748.4378143087,9365.873308982593,6313.33659002248,3358.9772733613345,12682.415798800184,735154.2062114989,normal
6200953,512,72,1854,30,1061,19,103431.1041457452,76000.23249597801,42732.053369077796,18242.136807217932,17766.408313765536,685909.9836294865,ddos
7622711,413,474,409,17,181,40,138139.42156566327,7023.094538742169,7086.43883640194,8031.772252154255,2958.2169193744126,450327.5482375135,dos
8796115,1048,411,1255,18,163,35,715526.9386946937,135670.1692648238,40428.28543810006,16068.762367986385,43788.03297095535,730064.5831435717,ddos
9259866,9,361,686,49,756,36,82205.48244247661,4562.535015594685,42239.03063088376,2706.6016476742006,41254.82876860889,610406.3525100101,normal
1303406,3672,281,1728,37,1858,5,352566.496353807,92764.73046072731,5260.656873836238,5896.744065676733,29167.76091133607,183022.53984507854,ddos
5489712,1624,17,1578,28,1912,51,251808.3221524866,76919.2314974712,45101.13803502448,221.40498964136057,31823.18521738935,276801.0141113192,ddos
8809310,3272,163,1283,14,125,0,760285.8946028051,147487.853261791,44877.932646778856,19797.654755646137,53713.32683647986,64205.57932148207,ddos
6567404,470,391,1531,61,1230,44,2447.873596323702,4376.349195231396,31914.206358554657,112.84002630849388,80480.96413869962,661526.9363868752,dos
8445343,298,145,1764,6,266,49,115384.7169618939,3170.386703949936,25655.35053943112,3432.9828994175073,97511.78157289937,55434.13889697091,normal
2343236,174,467,1165,36,353,63,99007.54100078523,6296.350144993902,32368.806636401427,11150.2095308686,81685.20517908531,742722.0176101723,dos
5568117,73,313,1296,36,1434,2,318077.0519012662,2807.029022515746,20246.7601181872,17007.500288471914,38981.94192779379,532805.1124161438,normal
4422988,84,252,160,6,1622,51,232479.4989887009,8575.683406536611,29437.1270602063,15881.322277572524,87553.36041210106,438770.6802531813,dos
6424442,472,159,1495,21,1680,36,228282.7851326872,133835.73084229938,48476.56804853512,5063.195599494923,82418.34173940256,596823.7221365885,ddos
7128246,21,348,1895,11,1145,44,370393.26131800475,3450.769513664827,5673.3557053815875,17604.785755519602,91222.27346122783,619555.8558949429,dos
1720544,3664,48,893,7,1531,41,214048.97748667118,53756.426709684376,11697.204765577313,1392.5948605475935,6555.893470085439,584439.4811580321,ddos
85266,406,175,1875,56,609,57,106214.18868654342,866.3543942801352,26209.271468317558,6636.775576927307,35349.367833410084,713239.5574736431,normal
8074408,157,465,1196,17,468,2,583251.2643365159,2558.9660839331436,12937.841435308259,5260.548860118932,4653.030328886054,636067.1844308694,bot
3443671,319,326,1936,27,800,42,951737.697020116,679.0896178997281,49638.54420698995,13117.114541044979,32144.269994081766,483082.2760405464,normal
297983,2632,64,1769,17,132,32,607164.9270381896,113585.22383147952,36016.31603797471,765.259844720434,28060.108354534554,829537.3246336372,ddos
6850629,61,475,1351,30,1402,58,757020.6706298457,1803.271640902512,21704.481297225975,17087.005913506935,91043.14635278704,973671.5764414303,dos
756179,512,288,1603,16,1011,58,972176.8391921035,11841.794125221619,45138.0614227065,19227.182142262172,94492.09768926,612589.8593215551,ddos
3633746,325,49,1360,22,848,14,153162.64515857413,1643.316076404591,7230.902205881552,4725.175204489733,69507.14876719606,712099.7002894614,dos
1443501,1344,3,1572,10,1019,55,459809.9720888725,56600.92544699765,14402.369959253467,18039.421398328923,28279.660069418867,508449.2916994488,ddos
6770253,1624,118,1339,14,317,55,581847.3575342355,63374.87355823162,47797.103764184874,18124.876134467933,692.253429602352,400881.8533747643,ddos
9004124,1032,339,862,29,1600,60,322112.82662560424,134786.954627968,27853.02731455219,12527.43883815795,67055.47218162891,860807.6255700446,ddos
3011265,245,372,1388,51,710,3,613129.4785366633,2796.1797473096663,46033.94670338715,10139.762733018028,49939.944282922144,194669.02161307808,bot
1186530,106,499,1624,30,1148,14,623820.4901609797,7177.2985037222,49210.530651276815,15493.822044071907,20734.770547349002,690298.7640480774,normal
4155404,321,163,616,56,450,6,842229.2362669467,8949.11401454006,3603.5404090962556,10360.750286326323,17576.154702525448,137226.44493652036,portscan
6915196,976,222,1325,5,1881,46,832515.3826596378,128505.30451669601,28828.484097675966,14885.373502083194,55987.32240007098,766615.7251647857,ddos
6710705,318,357,1251,11,1743,3,142521.93884991994,1989.7712077457222,42336.2654460865,1855.8927528091008,13025.07362947597,234646.57681452238,normal
3809495,182,155,971,22,1231,61,168891.8902206067,2797.2720419845687,13644.327043119314,5703.847889916369,54906.14964438174,607016.1951047702,bot
2659886,103,386,571,60,1323,2,222371.98779252032,544.5704583107204,4468.648887599462,7886.729806531832,91602.79189881001,139322.0124347524,portscan
1160814,316,261,1139,38,1512,22,261230.2310286605,4832.958648482526,7674.45122998392,4101.013563507181,79147.14665005244,599.5062906045679,normal
8701624,302,172,1495,39,632,13,564493.4072437224,4052.8529955847353,32630.325558798646,4607.67129515695,94142.92518890115,741437.2321286572,normal
8737552,261,22,1805,35,141,5,327490.3408562315,5453.083037677519,43.93566543370925,15233.602912836359,24827.905088878157,875215.9207448758,portscan
4322851,904,390,392,34,1003,32,952962.6866495021,68682.43955875137,22470.92121633211,3471.395120563192,95209.959617581,799529.9806458588,ddos
5248675,406,375,667,2,1497,8,118301.42125621323,7358.020041223089,9291.59162987137,2242.8230090795664,47518.38862651264,132857.17618192272,portscan
1612133,3792,60,1116,41,858,11,246484.97650229983,100475.9495316715,44866.150058313666,5607.417690243084,63066.28945535496,234680.75061646255,ddos
2931631,437,355,1856,55,568,49,868317.5421188669,4286.088624728867,40190.45158598674,3201.008144845503,29397.389675200968,824425.0489190462,dos
3324124,560,320,1828,27,303,60,584331.1350585031,5677.941241959148,7066.543733808952,4061.9356949655394,99424.14853954385,16810.338551593195,ddos
7123853,160,133,1724,14,656,34,547428.4462554043,3438.1005161044777,26017.800170871556,15659.420367229368,43776.45481398897,528423.475320245,normal
4875317,240,23,352,12,1579,52,594345.2517337841,3241.885105582144,35959.764038343186,8821.268657888928,18751.81347914393,835778.5541287303,normal
1414574,11,292,412,62,643,30,252264.55955660253,893.6711083054872,5067.6673007564605,8681.828606517423,57393.83766485624,195222.37860359304,normal
8741747,138,44,1753,18,592,50,761447.2231622088,3042.416904694322,7358.727535174606,10497.148054408422,25557.964402819056,144103.25544630564,dos
8050518,495,178,1902,39,1888,2,496532.11364855163,9873.655497747015,402.57670994390344,1782.246515973669,43598.38254689779,181712.05799368862,portscan
9750133,167,355,1149,17,29,55,42595.94125619515,8212.53243176735,16160.450286790876,19743.546183241717,20805.33265678807,755617.7839335398,normal
5620824,247,471,1144,30,1400,45,177158.26228875486,8016.402769090548,43867.343536053464,16942.4249273368,38676.515913481315,965209.7445697654,normal
2957598,354,357,1402,36,1364,35,816624.1553815441,8433.060057988001,25378.71399395335,5855.24376671447,9252.587856125605,211099.12242500894,dos
5244861,248,428,1790,20,1232,12,345044.7656384977,129757.8630019594,42665.00281355874,1134.9896301977558,28479.42056650855,108631.64978189132,ddos
6200051,12,62,1835,38,1994,12,773444.1270163773,3253.6236331908685,4191.672089225584,12346.47147847163,24876.552954129562,270829.75829720334,dos
1569820,243,28,1372,4,1266,57,663376.7353864483,3222.6763480815407,2814.575522514346,11842.200698439307,94773.18537155609,110858.63640187454,normal
9516495,864,356,1932,56,694,33,301459.78072643286,50468.299221315,40197.01444608823,6198.810353048203,59257.81388204931,5090.16759626102,ddos
5182030,336,364,1661,50,157,20,127035.54400057271,8185.46788311519,24892.530428986545,6811.828158459094,2654.7958224305667,449804.5491306071,dos
7496210,422,95,414,56,145,33,806945.2865592834,7973.15039669124,23551.742929992168,10515.392162709302,91368.11323930386,751381.4654922704,normal
7643474,2584,408,54,16,339,41,643087.3608296737,2536.894357703186,23787.707341524598,17583.567741786275,64435.64394652738,311141.68535527267,ddos
5134739,1552,265,176,18,865,42,300797.50855257356,142376.68347060622,19059.752098247915,2184.283264810287,33715.32233343371,331015.1368939267,ddos
3571487,308,290,923,3,1768,63,523274.96822422784,2855.7309758178376,44321.39086959534,10196.450849163164,36640.39373574307,227849.22024832654,normal
4914250,133,54,1316,53,91,27,611903.0715180201,6261.438976785603,26054.64652998606,8740.038220219754,3141.835248673819,131649.05556334538,dos
5282533,3160,152,986,25,328,55,2118.5216793616623,95987.7818170076,48694.62965796376,9327.841846477559,97432.34132956874,66773.02846846101,ddos
7738270,2248,218,415,23,171,46,670513.2747839377,17008.95647806083,42327.83213012321,18195.115603774666,86048.40006238638,570223.0114496525,ddos
909310,291,172,1795,38,701,34,656078.0670822804,6957.524638553328,36881.17512286117,10886.909928811292,6539.682480223719,764075.8166797352,normal
8421474,163,95,226,55,1054,13,82578.4216037455,5335.836216797253,31814.037005769278,13898.501163616806,68156.10004382396,503670.6372207174,normal
6240427,278,122,1800,53,620,17,787753.333717311,6109.092821540034,41760.15939253691,18253.364928255905,44922.42620188116,844242.5072240512,dos
8158570,421,11,1648,37,271,18,825088.84999362,4469.309325304582,44087.71811062195,6048.137170901877,80829.81855940375,461753.2736708333,normal
6289370,3760,3,640,45,1118,18,290162.47073068924,120654.68110600262,6670.710831421696,7173.99875677103,62336.4429694721,71223.6430887191,ddos
1460335,439,361,1349,53,988,32,162212.65716032262,6351.642962395152,3598.690332200263,4531.515411188784,41280.924604891414,604038.0776982332,portscan
1458416,203,345,1669,18,76,50,686481.4990862632,1929.3598423890796,40274.393394539344,13037.091919932964,43641.37361365622,715099.1994531723,dos
1427297,768,66,1579,29,150,34,123350.15844952357,112909.16589975957,11073.070048187597,5075.767489981508,65157.234669706486,123414.8038257744,ddos
4128884,483,144,824,25,141,19,858042.4169585282,5025.673606799086,29314.04126198203,4693.546469508578,65471.12516143369,523567.543417701,normal
7139680,1784,456,481,62,230,28,480129.4850444746,5592.652260652947,39024.720986342254,19734.926593574037,55763.29771617089,297194.67747449945,ddos
4932148,237,476,271,51,1793,63,909808.9819869653,3948.5002790127487,11204.65477682708,13946.903385537405,88416.06028738817,962541.1723462006,normal
6768519,936,64,1310,10,1931,7,642169.3720072176,60259.98683955231,20106.684052622517,16287.521029350413,77932.79293703564,211870.5157859948,ddos
3861560,456,81,886,53,953,24,285092.26595629135,8014.3550984924295,45756.632569293215,19376.16308518992,11863.812810141228,682623.5447560843,dos
